mock1	mock2	mock3	hrcc1	hrcc2	hrcc3
AT3G55760	196	256	410	132	63	178
AT3G55770	185	158	292	210	150	370
AT3G55780	0	0	0	0	5	0
AT3G55790	0	4	4	3	0	1
AT3G55800	524	559	1059	242	140	331
AT3G55820	1	2	8	5	4	3
AT3G55830	67	82	123	121	60	183
AT3G55840	22	7	21	26	41	82
AT3G55850	29	32	30	27	14	66
AT3G55860	0	9	11	15	4	1
AT3G55870	0	0	0	0	3	0
AT3G55880	21	32	49	60	26	74
AT3G55890	1	0	1	2	1	0
AT3G55900	0	0	1	0	0	0
AT3G55910	0	0	0	2	1	1
AT3G55920	20	24	60	38	21	34
AT3G55930	0	0	0	4	2	0
AT3G55940	6	11	23	14	6	11
AT3G55950	14	22	29	57	23	80
AT3G55960	43	32	56	43	36	91
AT3G55970	1034	839	1562	2435	1836	4524
AT3G55980	99	60	87	111	131	388
AT3G55990	7	4	16	9	9	9
AT3G56000	17	11	22	7	7	15
AT3G56010	90	112	187	79	39	105
AT3G56020	180	247	322	253	110	392
AT3G56030	22	23	42	45	25	65
AT3G56040	183	153	326	98	71	151
AT3G56050	153	183	319	275	143	370
AT3G56060	42	48	82	74	41	105
AT3G56070	23	24	44	46	27	65
AT3G56080	24	44	86	30	12	25
AT3G56090	108	100	161	90	60	168
AT3G56100	0	6	2	0	0	0
AT3G56110	94	105	169	156	85	240
AT3G56120	17	12	21	18	16	40
AT3G56130	52	54	95	38	23	56
AT3G56140	101	73	178	75	61	116
AT3G56150	421	513	621	582	281	1074
AT3G56160	50	20	54	10	19	35
AT3G56170	27	34	52	67	34	96
AT3G56180	4	0	0	0	1	0
AT3G56190	169	163	381	349	220	420
AT3G56200	17	17	31	28	17	41
AT3G56210	23	22	27	17	11	37
AT3G56230	0	1	0	0	0	0
AT3G56240	147	153	223	154	90	278
AT3G56250	0	0	2	0	1	1
AT3G56260	68	70	144	84	51	110
AT3G56270	5	3	10	9	8	13
AT3G56275	0	1	0	0	0	1
AT3G56290	77	99	117	47	21	83
AT3G56300	0	1	6	0	0	0
AT3G56310	118	110	191	131	87	224
AT3G56320	9	9	11	6	4	13
AT3G56330	18	6	13	0	7	12
AT3G56340	108	105	229	212	133	273
AT3G56350	0	0	0	2	3	0
AT3G56360	369	466	386	433	182	1039
AT3G56370	10	13	21	7	3	9
AT3G56380	0	0	0	0	1	0
AT3G56400	535	326	934	464	418	732
AT3G56408	0	1	2	1	0	2
AT3G56410	14	18	34	53	27	63
AT3G56420	0	1	0	0	0	0
AT3G56430	18	23	35	24	12	34
AT3G56440	4	5	10	8	5	9
AT3G56450	7	7	8	6	3	13
AT3G56460	121	118	176	113	71	215
AT3G56470	4	1	6	4	4	8
AT3G56480	20	22	32	18	10	31
AT3G56490	91	109	165	138	70	211
AT3G56500	0	0	0	0	0	1
AT3G56510	70	82	90	61	30	126
AT3G56520	0	0	0	0	1	0
AT3G56550	1	0	8	5	7	6
AT3G56570	0	3	7	7	4	4
AT3G56580	21	33	56	55	24	61
AT3G56590	178	176	239	138	86	284
AT3G56600	1	1	0	3	2	1
AT3G56610	0	0	0	0	5	0
AT3G56620	9	3	11	7	10	17
AT3G56630	90	151	199	91	32	119
AT3G56640	0	9	12	12	1	8
AT3G56650	78	39	114	32	37	64
AT3G56660	1	2	0	0	1	1
AT3G56670	0	0	0	4	2	0
AT3G56680	89	89	157	89	55	140
AT3G56690	11	17	15	10	3	20
AT3G56700	0	4	0	7	2	0
AT3G56710	57	28	235	410	310	183
AT3G56720	60	69	108	84	45	127
AT3G56730	0	2	3	1	0	0
AT3G56740	25	22	28	15	11	36
AT3G56750	33	33	50	22	13	39
AT3G56760	36	28	46	25	21	55
AT3G56770	0	2	4	0	4	14
AT3G56790	0	0	0	0	1	0
AT3G56800	216	178	440	330	234	436
AT3G56810	6	7	14	6	3	7
AT3G56820	44	37	72	72	51	119
AT3G56825	5	2	0	0	2	1
AT3G56830	1	1	1	2	0	0
AT3G56840	14	12	24	16	10	24
AT3G56850	14	18	21	26	12	44
AT3G56860	177	187	238	156	89	315
AT3G56870	0	0	1	0	3	0
AT3G56880	172	114	232	200	185	429
AT3G56890	0	0	0	0	0	2
AT3G56891	3	0	0	0	0	0
AT3G56900	5	4	13	13	9	15
AT3G56910	360	466	701	216	101	311
AT3G56920	0	0	0	0	0	1
AT3G56930	11	10	16	18	13	31
AT3G56940	1824	1705	3333	1250	813	1889
AT3G56950	35	31	62	50	34	77
AT3G56960	5	10	10	5	0	7
AT3G56980	0	0	1	0	0	0
AT3G56990	87	87	148	105	65	171
AT3G57000	23	33	56	43	19	52
AT3G57010	16	13	20	12	9	25
AT3G57020	97	98	140	103	63	195
AT3G57030	5	8	19	10	5	8
AT3G57040	11	11	21	4	2	4
AT3G57050	83	67	160	57	42	80
AT3G57060	0	2	5	6	3	4
AT3G57062	22	22	35	18	12	30
AT3G57070	22	34	67	51	23	49
AT3G57080	11	8	21	12	10	16
AT3G57090	67	72	132	129	74	180
AT3G57100	0	0	0	0	1	0
AT3G57120	29	30	45	48	29	84
AT3G57130	0	0	0	0	0	1
AT3G57140	8	11	8	5	0	12
AT3G57150	192	219	313	265	141	449
AT3G57157	8	3	4	1	5	11
AT3G57160	8	2	17	9	12	10
AT3G57170	35	31	54	30	21	54
AT3G57180	39	28	65	25	21	40
AT3G57190	17	26	49	21	10	20
AT3G57200	0	0	2	1	3	4
AT3G57220	18	15	35	25	18	34
AT3G57230	54	65	118	87	45	112
AT3G57240	52	55	91	69	40	110
AT3G57260	33	101	133	106	19	98
AT3G57280	135	125	228	295	194	482
AT3G57290	87	93	184	190	111	249
AT3G57300	36	41	67	65	35	97
AT3G57320	14	18	19	11	5	21
AT3G57330	67	51	119	162	124	249
AT3G57340	52	45	77	48	35	91
AT3G57350	12	12	12	4	1	12
AT3G57360	0	0	0	3	0	0
AT3G57380	1	2	0	4	3	8
AT3G57390	22	25	54	45	26	50
AT3G57400	243	249	351	202	121	385
AT3G57410	114	105	194	169	113	274
AT3G57420	22	20	42	33	23	49
AT3G57430	13	11	18	8	6	16
AT3G57440	0	0	0	0	0	1
AT3G57450	48	31	60	68	65	155
AT3G57460	6	0	15	21	20	23
AT3G57470	44	29	76	27	24	42
AT3G57480	2	4	10	23	12	21
AT3G57490	19	14	23	19	16	44
AT3G57500	0	0	1	1	0	2
AT3G57520	187	195	303	351	206	599
AT3G57530	48	40	66	68	51	137
AT3G57540	8	11	23	13	7	12
AT3G57550	65	53	108	191	140	319
AT3G57560	149	140	207	129	85	257
AT3G57570	19	14	28	17	15	31
AT3G57580	2	6	8	8	2	6
AT3G57586	0	2	1	5	1	1
AT3G57590	1	0	3	1	3	3
AT3G57600	5	6	8	1	1	4
AT3G57610	85	85	136	103	64	178
AT3G57620	1	0	0	0	0	0
AT3G57630	14	22	35	67	29	81
AT3G57640	18	24	24	43	20	79
AT3G57645	0	0	1	0	0	0
AT3G57650	85	66	140	82	64	138
AT3G57660	31	30	64	59	38	78
AT3G57670	0	2	5	8	5	7
AT3G57680	1	1	5	7	1	4
AT3G57690	4	0	0	0	0	3
AT3G57700	4	0	7	8	7	11
AT3G57710	9	11	20	8	4	9
AT3G57720	1	5	10	11	5	8
AT3G57730	4	1	7	5	4	6
AT3G57740	0	1	3	5	3	6
AT3G57750	38	54	55	46	18	84
AT3G57760	7	1	14	15	17	20
AT3G57765	0	3	0	0	0	0
AT3G57770	2	3	0	3	1	6
AT3G57780	17	18	37	26	16	32
AT3G57785	27	27	47	28	17	43
AT3G57790	22	32	46	40	17	54
AT3G57800	69	60	92	46	34	96
AT3G57810	25	14	42	21	20	33
AT3G57820	0	5	0	0	6	0
AT3G57830	0	6	17	9	4	1
AT3G57860	0	0	0	2	0	0
AT3G57870	239	254	289	295	168	654
AT3G57880	47	39	45	55	44	155
AT3G57890	115	95	187	177	130	302
AT3G57900	5	0	0	0	0	0
AT3G57910	14	12	11	11	9	34
AT3G57920	0	1	3	0	2	0
AT3G57930	58	64	71	25	13	53
AT3G57940	24	33	44	41	19	65
AT3G57950	18	17	42	24	16	26
AT3G57970	4	5	18	11	6	5
AT3G57980	5	9	22	25	12	20
AT3G57990	128	127	187	109	68	205
AT3G58000	0	0	0	1	0	2
AT3G58010	71	69	140	71	45	98
AT3G58020	12	14	26	18	10	21
AT3G58030	73	78	119	87	50	146
AT3G58040	62	44	125	106	84	139
AT3G58050	42	24	73	56	53	88
AT3G58060	0	0	1	2	0	0
AT3G58070	9	17	24	4	0	4
AT3G58090	0	0	6	11	0	6
AT3G58100	10	11	28	15	10	14
AT3G58110	46	69	91	78	31	110
AT3G58120	44	32	79	22	19	32
AT3G58130	10	10	14	9	6	17
AT3G58140	123	140	213	97	52	155
AT3G58150	0	1	0	5	3	7
AT3G58160	7	16	22	19	6	20
AT3G58170	31	36	75	46	26	52
AT3G58180	13	17	26	26	13	37
AT3G58200	0	3	3	0	0	0
AT3G58210	0	1	0	0	0	0
AT3G58220	17	27	37	18	6	22
AT3G58230	0	0	0	0	1	0
AT3G58250	0	2	0	0	0	0
AT3G58270	7	10	13	8	3	11
AT3G58290	0	3	0	0	0	0
AT3G58310	0	0	0	0	4	0
AT3G58320	0	0	0	0	2	0
AT3G58330	0	2	0	1	2	0
AT3G58340	0	5	0	0	2	0
AT3G58350	11	4	11	0	6	7
AT3G58360	0	4	0	0	6	0
AT3G58380	6	3	1	1	2	5
AT3G58390	0	16	0	0	5	0
AT3G58400	0	6	0	0	5	0
AT3G58410	0	3	0	0	1	0
AT3G58430	8	11	13	10	4	13
AT3G58440	0	6	0	0	4	0
AT3G58460	89	85	159	96	62	149
AT3G58470	26	19	17	5	7	30
AT3G58480	0	1	0	0	0	0
AT3G58490	55	34	92	68	61	111
AT3G58500	89	94	152	153	88	247
AT3G58510	86	85	106	91	57	200
AT3G58520	8	7	13	10	8	18
AT3G58530	18	22	35	30	15	42
AT3G58540	0	0	1	2	0	0
AT3G58560	80	72	121	90	62	165
AT3G58570	98	109	177	132	73	203
AT3G58580	27	35	56	61	30	83
AT3G58590	3	0	7	4	1	4
AT3G58600	64	51	86	74	59	155
AT3G58610	166	179	297	191	109	296
AT3G58620	54	56	67	137	81	294
AT3G58630	25	17	20	10	11	36
AT3G58640	59	59	124	95	58	123
AT3G58650	0	17	1	0	0	0
AT3G58660	175	252	296	252	100	414
AT3G58670	37	26	63	40	33	63
AT3G58680	324	312	660	433	274	582
AT3G58690	10	7	15	4	4	8
AT3G58700	28	34	57	64	33	88
AT3G58710	20	32	43	38	14	51
AT3G58720	19	19	32	28	18	44
AT3G58730	203	213	357	233	136	365
AT3G58740	0	8	0	0	2	1
AT3G58750	94	101	139	134	76	248
AT3G58760	23	23	59	53	33	55
AT3G58780	0	0	0	0	6	1
AT3G58790	22	24	25	7	4	18
AT3G58800	13	6	12	0	4	9
AT3G58810	2	4	5	2	0	1
AT3G58820	5	3	5	1	4	7
AT3G58830	48	65	72	44	18	78
AT3G58840	158	243	248	234	81	403
AT3G58850	4	3	22	20	15	9
AT3G58865	11	11	14	10	7	19
AT3G58890	0	1	0	0	0	0
AT3G58900	8	4	11	4	6	8
AT3G58930	3	6	4	4	0	6
AT3G58940	7	4	9	1	4	8
AT3G58960	0	8	0	0	0	0
AT3G58970	56	51	97	59	39	92
AT3G58975	0	14	2	0	0	2
AT3G58980	0	0	1	4	0	1
AT3G58990	176	181	459	225	135	232
AT3G59000	4	4	6	8	5	14
AT3G59010	8	1	14	9	11	14
AT3G59020	109	105	214	185	117	259
AT3G59030	0	1	0	0	2	0
AT3G59040	80	104	149	57	27	85
AT3G59060	128	101	188	99	77	189
AT3G59070	55	56	60	30	18	74
AT3G59080	22	15	30	50	42	97
AT3G59090	65	68	99	57	33	102
AT3G59100	8	7	18	13	9	16
AT3G59110	22	23	48	17	10	19
AT3G59120	0	4	0	0	2	0
AT3G59140	6	11	19	28	13	29
AT3G59150	3	0	7	5	4	5
AT3G59200	4	4	1	2	1	4
AT3G59210	29	44	36	18	4	37
AT3G59220	377	319	713	286	202	413
AT3G59250	4	7	10	2	0	0
AT3G59260	0	0	0	0	0	1
AT3G59280	59	63	121	114	67	153
AT3G59290	41	51	83	115	57	161
AT3G59300	83	79	139	96	62	158
AT3G59310	17	17	21	3	1	8
AT3G59320	7	6	14	3	3	0
AT3G59330	0	1	5	1	4	1
AT3G59340	0	5	0	0	5	0
AT3G59350	147	106	208	141	120	284
AT3G59360	17	36	65	84	30	74
AT3G59370	0	0	1	0	0	0
AT3G59380	42	36	67	32	23	54
AT3G59390	6	2	13	7	9	7
AT3G59400	781	890	843	327	165	787
AT3G59410	17	24	40	39	18	47
AT3G59420	13	13	15	2	1	6
AT3G59430	4	9	7	6	0	9
AT3G59440	0	1	0	3	2	1
AT3G59450	0	2	0	0	0	0
AT3G59455	0	0	0	0	1	0
AT3G59470	7	12	18	17	7	20
AT3G59480	0	2	1	3	2	0
AT3G59490	16	21	43	24	12	24
AT3G59500	66	48	86	53	46	116
AT3G59510	0	2	1	0	0	0
AT3G59520	10	6	17	8	7	10
AT3G59530	6	7	9	6	4	11
AT3G59540	106	116	207	155	88	221
AT3G59550	4	3	3	0	1	4
AT3G59570	9	12	18	30	15	43
AT3G59580	4	5	10	7	5	8
AT3G59590	0	0	0	0	1	0
AT3G59600	102	115	94	58	29	158
AT3G59610	0	6	0	0	6	0
AT3G59620	0	14	1	0	6	0
AT3G59630	28	31	43	31	17	54
AT3G59640	39	47	57	51	25	92
AT3G59650	15	14	24	9	7	16
AT3G59660	40	46	96	115	63	132
AT3G59670	6	11	25	27	11	21
AT3G59680	9	5	10	1	5	9
AT3G59690	7	6	0	1	2	1
AT3G59695	0	0	0	0	0	1
AT3G59700	32	26	48	101	74	185
AT3G59710	0	0	8	4	4	1
AT3G59720	0	2	0	0	0	0
AT3G59750	3	4	4	1	0	3
AT3G59760	37	29	62	52	39	84
AT3G59765	0	6	0	7	0	0
AT3G59770	46	41	79	59	40	95
AT3G59780	86	131	196	72	29	90
AT3G59790	0	1	0	0	0	0
AT3G59800	14	27	37	26	9	31
AT3G59810	45	35	85	59	45	86
AT3G59820	95	122	164	134	63	214
AT3G59830	0	0	0	0	0	1
AT3G59840	19	22	24	16	8	34
AT3G59850	0	1	0	0	1	0
AT3G59860	0	0	0	0	5	0
AT3G59870	84	59	108	53	48	118
AT3G59880	45	41	68	77	52	141
AT3G59890	6	3	5	1	3	7
AT3G59900	1	2	2	5	4	10
AT3G59910	64	76	109	71	37	115
AT3G59920	163	133	282	257	189	411
AT3G59930	14	10	16	5	5	11
AT3G59940	517	545	703	543	313	1090
AT3G59950	29	37	69	41	20	48
AT3G59970	161	163	277	237	144	381
AT3G59980	31	49	87	35	15	36
AT3G59990	53	59	91	78	44	125
AT3G60000	0	3	0	0	0	0
AT3G60010	0	0	3	0	0	1
AT3G60030	48	54	95	67	37	93
AT3G60040	7	4	10	7	8	13
AT3G60050	2	5	8	5	0	1
AT3G60060	0	5	0	0	3	0
AT3G60070	3	9	16	12	4	8
AT3G60080	43	45	64	48	29	88
AT3G60100	0	4	0	0	1	0
AT3G60110	48	47	57	46	29	102
AT3G60120	0	0	0	0	12	3
AT3G60130	65	88	130	167	76	237
AT3G60140	10	10	6	9	7	33
AT3G60150	3	10	12	10	0	10
AT3G60160	8	13	16	19	8	28
AT3G60164	0	0	0	2	0	0
AT3G60170	0	4	0	0	7	2
AT3G60176	0	1	1	0	0	0
AT3G60180	8	3	6	4	6	13
AT3G60190	94	123	195	159	76	217
AT3G60200	16	12	24	18	15	34
AT3G60210	135	113	278	128	90	167
AT3G60220	7	6	13	7	6	12
AT3G60245	443	613	664	577	234	1044
AT3G60250	34	32	43	30	20	64
AT3G60260	24	13	29	19	22	46
AT3G60270	0	1	0	3	0	0
AT3G60280	0	2	3	1	1	1
AT3G60290	18	12	27	7	7	13
AT3G60300	119	139	114	73	34	188
AT3G60310	16	10	13	1	4	11
AT3G60318	0	0	0	0	0	1
AT3G60320	105	119	260	98	55	109
AT3G60328	0	2	1	0	2	0
AT3G60330	0	2	1	1	1	3
AT3G60340	38	31	68	35	26	51
AT3G60350	30	33	55	31	17	44
AT3G60360	11	23	31	39	12	45
AT3G60370	32	39	46	23	11	42
AT3G60380	48	41	68	23	17	45
AT3G60390	1	10	11	10	0	7
AT3G60400	0	4	13	15	8	9
AT3G60410	52	37	65	50	44	116
AT3G60420	198	220	337	187	102	304
AT3G60440	31	24	56	14	11	20
AT3G60450	55	57	57	36	21	93
AT3G60470	0	3	3	0	2	3
AT3G60480	14	11	14	7	6	18
AT3G60490	0	0	0	0	1	2
AT3G60500	12	23	40	39	15	38
AT3G60510	15	21	25	11	5	18
AT3G60520	9	14	23	18	8	20
AT3G60530	60	90	109	33	12	51
AT3G60540	49	43	88	140	95	214
AT3G60550	0	4	0	0	0	0
AT3G60565	0	0	0	0	6	0
AT3G60580	0	2	5	9	6	8
AT3G60590	34	44	66	44	21	64
AT3G60600	106	83	161	124	96	228
AT3G60610	0	0	2	0	2	1
AT3G60620	41	22	81	31	29	40
AT3G60630	36	44	84	39	21	47
AT3G60640	11	12	18	11	6	15
AT3G60660	0	3	2	0	0	2
AT3G60670	0	3	0	0	0	0
AT3G60680	4	8	9	12	5	16
AT3G60690	162	139	362	363	247	433
AT3G60700	0	0	0	0	2	3
AT3G60710	0	0	2	0	1	0
AT3G60720	17	9	37	29	26	32
AT3G60730	0	2	1	0	0	0
AT3G60740	14	5	23	12	15	20
AT3G60750	2231	2510	4038	1791	976	2753
AT3G60770	155	191	346	323	165	406
AT3G60780	0	0	0	2	0	0
AT3G60790	0	0	0	2	3	0
AT3G60800	49	38	99	106	80	142
AT3G60810	24	32	57	32	15	37
AT3G60820	332	290	459	316	225	640
AT3G60830	11	23	31	25	8	27
AT3G60840	0	0	0	1	2	0
AT3G60850	41	44	45	36	20	84
AT3G60860	35	34	78	86	54	105
AT3G60880	37	33	48	18	13	38
AT3G60890	0	0	0	2	1	1
AT3G60900	0	0	0	0	4	1
AT3G60910	37	28	52	26	21	52
AT3G60930	0	7	1	0	0	3
AT3G60940	0	0	0	0	4	1
AT3G60955	0	0	0	0	4	1
AT3G60960	19	13	17	9	11	32
AT3G60965	14	8	23	9	10	14
AT3G60966	6	6	8	5	4	11
AT3G60970	1	0	0	0	0	0
AT3G60980	20	11	19	11	14	37
AT3G61010	29	29	64	49	30	60
AT3G61020	1	10	14	15	5	15
AT3G61028	0	4	0	0	1	2
AT3G61040	0	0	0	0	4	0
AT3G61050	230	267	283	149	74	321
AT3G61060	32	23	29	15	14	45
AT3G61070	72	51	117	57	48	96
AT3G61080	59	41	79	22	21	47
AT3G61090	0	1	0	0	2	0
AT3G61100	1	7	7	5	0	5
AT3G61110	348	372	623	465	267	721
AT3G61111	0	0	0	2	0	1
AT3G61113	1	0	1	2	0	2
AT3G61120	0	8	0	0	5	0
AT3G61130	151	153	238	144	88	254
AT3G61140	46	53	92	100	54	140
AT3G61150	65	64	101	76	48	134
AT3G61160	18	20	26	14	9	26
AT3G61170	1	1	0	2	2	1
AT3G61175	0	13	0	0	0	0
AT3G61180	56	72	99	55	26	86
AT3G61182	0	2	0	1	4	0
AT3G61185	6	3	8	8	9	13
AT3G61190	30	15	43	41	45	80
AT3G61198	0	3	3	7	0	7
AT3G61200	73	69	100	60	40	120
AT3G61210	151	148	259	162	101	261
AT3G61220	120	134	263	146	82	184
AT3G61230	0	3	0	0	9	1
AT3G61240	45	55	86	71	36	104
AT3G61260	267	353	445	163	72	271
AT3G61270	0	19	1	0	3	1
AT3G61280	88	115	218	176	87	203
AT3G61300	0	0	0	3	0	0
AT3G61310	30	16	43	23	24	45
AT3G61320	85	42	149	98	100	154
AT3G61340	0	2	0	0	1	1
AT3G61350	6	10	14	10	4	11
AT3G61360	10	20	20	12	1	15
AT3G61370	12	6	11	5	8	17
AT3G61380	16	8	27	14	14	21
AT3G61390	3	1	5	7	8	12
AT3G61400	0	2	0	0	0	0
AT3G61410	0	3	1	2	0	0
AT3G61415	28	32	27	15	8	40
AT3G61420	59	47	116	80	59	111
AT3G61430	2151	1978	2997	1586	1069	3168
AT3G61440	368	468	676	552	264	841
AT3G61450	2	0	0	2	3	5
AT3G61460	111	122	218	167	93	236
AT3G61470	3949	4228	7442	2803	1610	4131
AT3G61480	14	11	12	10	8	30
AT3G61490	87	86	109	58	37	127
AT3G61520	0	5	7	6	1	7
AT3G61530	7	11	13	12	5	18
AT3G61540	19	18	26	12	8	23
AT3G61550	25	40	55	22	8	27
AT3G61560	13	11	17	13	9	27
AT3G61570	24	31	47	28	13	39
AT3G61571	0	0	0	0	0	1
AT3G61580	479	403	693	485	356	940
AT3G61590	8	7	15	13	10	20
AT3G61600	69	84	135	84	43	119
AT3G61610	0	8	9	6	0	4
AT3G61620	14	17	26	16	8	23
AT3G61630	12	7	21	28	26	43
AT3G61640	54	31	58	48	54	134
AT3G61650	0	0	3	2	0	4
AT3G61670	17	18	32	21	12	30
AT3G61678	0	10	1	0	0	1
AT3G61680	0	0	0	0	4	0
AT3G61690	51	47	97	73	49	107
AT3G61700	25	36	48	31	12	44
AT3G61710	38	16	63	48	54	79
AT3G61720	0	10	2	0	1	0
AT3G61730	0	3	2	0	0	1
AT3G61740	5	9	10	8	3	13
AT3G61750	1	1	5	0	3	2
AT3G61760	0	2	1	5	2	6
AT3G61770	50	38	52	27	24	74
AT3G61780	11	12	30	16	9	15
AT3G61790	63	68	99	90	50	156
AT3G61800	15	11	20	12	11	26
AT3G61810	0	0	7	6	6	4
AT3G61820	180	192	313	182	105	290
AT3G61826	0	0	0	0	6	0
AT3G61827	0	0	0	0	1	0
AT3G61830	17	13	23	11	11	23
AT3G61840	0	0	0	0	3	0
AT3G61850	23	27	46	27	16	38
AT3G61860	57	65	119	96	53	130
AT3G61870	950	877	1637	570	377	916
AT3G61880	10	8	19	12	10	15
AT3G61890	21	35	52	27	10	32
AT3G61897	0	0	0	0	1	0
AT3G61898	0	2	0	0	0	0
AT3G61900	1	0	4	3	1	0
AT3G61920	7	0	3	0	0	0
AT3G61930	0	0	0	0	10	2
AT3G61940	0	0	1	0	0	0
AT3G61947	0	2	0	0	0	0
AT3G61950	0	5	5	0	6	1
AT3G61960	73	75	169	136	83	160
AT3G61962	0	0	0	0	3	0
AT3G61970	19	11	22	6	8	16
AT3G61980	10	10	21	16	10	20
AT3G61990	3	3	5	3	3	1
AT3G62000	11	5	15	6	8	13
AT3G62010	89	93	167	156	92	231
AT3G62020	10	5	8	5	6	15
AT3G62030	496	370	801	307	246	531
AT3G62040	0	5	2	0	0	2
AT3G62050	0	2	6	6	5	6
AT3G62060	5	10	15	5	1	1
AT3G62070	11	10	10	5	4	14
AT3G62080	7	9	11	12	5	20
AT3G62090	0	0	4	6	0	9
AT3G62100	0	4	6	8	3	1
AT3G62110	16	20	37	16	9	20
AT3G62120	108	120	206	200	111	290
AT3G62130	15	19	39	31	16	33
AT3G62140	46	60	67	44	19	79
AT3G62150	7	12	15	65	27	93
AT3G62160	1	0	5	5	4	4
AT3G62170	0	3	0	1	2	7
AT3G62180	0	0	0	0	1	0
AT3G62190	17	19	42	39	23	43
AT3G62200	14	17	39	32	18	32
AT3G62210	0	19	0	0	6	0
AT3G62220	13	10	20	14	11	23
AT3G62230	0	0	0	4	0	0
AT3G62240	34	29	62	55	38	83
AT3G62250	143	163	256	208	112	323
AT3G62260	17	10	25	20	18	34
AT3G62270	1	17	22	35	9	29
AT3G62280	0	2	0	1	2	7
AT3G62290	459	502	796	540	303	864
AT3G62300	18	15	20	8	7	22
AT3G62310	62	75	90	62	30	114
AT3G62330	49	31	64	31	32	69
AT3G62340	0	0	0	3	5	0
AT3G62360	54	65	112	111	57	150
AT3G62370	21	21	31	30	19	56
AT3G62380	0	3	0	6	2	1
AT3G62390	14	11	33	11	9	10
AT3G62400	25	19	47	27	21	38
AT3G62410	612	616	1120	399	243	603
AT3G62440	0	0	0	0	3	0
AT3G62450	11	19	20	10	1	14
AT3G62455	0	2	3	1	2	1
AT3G62460	5	4	2	0	2	8
AT3G62470	10	13	14	3	0	5
AT3G62475	0	0	0	0	1	0
AT3G62490	0	0	1	0	1	0
AT3G62499	0	1	1	5	4	7
AT3G62500	7	0	8	2	5	5
AT3G62510	0	0	2	0	0	0
AT3G62530	159	144	389	291	191	316
AT3G62540	0	4	1	0	0	0
AT3G62550	813	787	1274	262	166	464
AT3G62560	40	41	79	49	29	66
AT3G62570	6	6	4	6	4	16
AT3G62580	94	94	169	121	74	185
AT3G62590	13	23	28	26	9	34
AT3G62600	271	282	449	578	340	964
AT3G62610	0	1	1	0	1	0
AT3G62620	4	1	6	3	1	3
AT3G62630	27	21	38	12	10	23
AT3G62650	144	174	244	103	51	167
AT3G62660	145	123	269	102	72	149
AT3G62670	0	0	0	0	3	0
AT3G62680	0	3	0	0	6	1
AT3G62690	24	31	69	36	19	36
AT3G62700	268	284	552	277	161	371
AT3G62710	0	1	0	0	5	0
AT3G62720	34	19	37	37	41	98
AT3G62725	0	0	0	3	2	0
AT3G62730	0	0	0	0	4	0
AT3G62740	0	7	7	7	0	1
AT3G62750	141	184	317	85	41	106
AT3G62760	0	1	3	0	2	2
AT3G62770	147	144	220	185	116	340
AT3G62780	0	4	7	7	0	4
AT3G62790	118	128	218	145	83	217
AT3G62800	23	10	36	20	22	34
AT3G62810	95	130	135	137	55	255
AT3G62820	77	35	165	52	52	60
AT3G62830	69	70	104	103	61	186
AT3G62840	114	118	163	103	61	197
AT3G62860	16	17	21	11	7	21
AT3G62870	326	350	420	336	189	707
AT3G62880	7	17	17	19	4	23
AT3G62890	9	10	18	11	7	16
AT3G62900	14	18	27	25	13	37
AT3G62910	28	37	59	19	9	23
AT3G62920	6	1	7	6	8	12
AT3G62930	2	0	7	2	1	0
AT3G62940	58	48	127	68	49	83
AT3G62950	16	11	14	4	5	15
AT3G62960	2	0	0	1	0	0
AT3G62970	25	26	37	28	17	51
AT3G62980	86	101	142	64	33	108
AT3G62988	0	3	0	0	1	0
AT3G62990	0	0	0	2	0	0
AT3G63000	68	66	103	77	49	140
AT3G63010	77	66	110	127	92	248
AT3G63030	54	57	88	46	27	76
AT3G63040	0	0	0	1	0	2
AT3G63050	10	17	6	14	2	36
AT3G63060	4	4	12	6	4	1
AT3G63070	46	75	116	120	48	142
AT3G63080	114	104	173	112	75	204
AT3G63088	0	3	0	0	0	1
AT3G63090	0	8	12	22	6	16
AT3G63095	0	4	0	0	3	1
AT3G63110	21	31	56	53	25	59
AT3G63120	40	49	94	50	26	60
AT3G63130	23	19	41	38	29	59
AT3G63140	846	811	1517	525	335	809
AT3G63150	55	63	107	72	39	103
AT3G63160	5036	7912	10894	3043	1174	4085
AT3G63170	54	41	110	25	20	32
AT3G63180	28	47	66	56	20	69
AT3G63190	115	120	230	57	34	78
AT3G63200	8	10	35	14	9	8
AT3G63210	135	163	321	124	65	145
AT3G63220	19	24	22	21	9	45
AT3G63230	1	0	0	0	0	0
AT3G63233	0	0	0	0	1	0
AT3G63240	13	12	26	23	15	31
AT3G63250	50	35	57	24	23	61
AT3G63260	67	69	79	68	40	153
AT3G63270	10	9	15	12	8	21
AT3G63280	0	0	4	0	0	1
AT3G63290	8	8	7	1	0	4
AT3G63300	6	4	11	6	5	6
AT3G63310	89	108	131	130	62	239
AT3G63340	15	21	21	18	7	34
AT3G63350	0	0	0	0	3	0
AT3G63360	0	0	1	0	0	0
AT3G63370	10	11	15	5	4	10
AT3G63380	29	47	91	234	101	230
AT3G63390	24	26	26	32	17	75
AT3G63400	88	115	146	111	50	183
AT3G63410	396	309	611	176	138	321
AT3G63420	14	18	19	20	8	37
AT3G63430	1	0	1	0	2	1
AT3G63440	4	4	11	8	6	9
AT3G63445	1	5	3	0	1	5
